"","ptype","o","c","e","a","n","po","pc","pe","pa","pn","j1","j2","j3","j4","j5","warm","tender","gentle","compassionate","sympathetic","helpful","affectionate","sensitive to needs of others","eager to soothe hurt","understanding","friendly","cheerful","sincere","happy","likeable","loyal","yielding","love children","Self-sufficient","Self-reliant","independent","individualistic","reliable","conscientious","willing to take a stand","truthful","shy","Soft-spoken","have leadership abilities","act as a leader","dominant","solemn","strong personality","assertive","forceful","moody","jealous","unpedictable","secretive","aggressive","unsystematic","conceited","masculine","feminine","athletic","competitive","Appreciation","Fairness","Persistence","Creativity","Love","Self-Regulation","Gratitude","Leadership","Judgment","Social Intelligence","Forgiveness","Spirituality","Teamwork","Bravery","Curiosity","Kindness","Hope","Integrity","Perspective","Prudence","Humor","Humility","Love of Learning","Zest"
"1",61,2.66994449106354,3.35574900227843,1.67857650675861,4.20057757670977,1.97536309029069,0.000886959381347427,0.00140982665673775,0.00279384151602651,0.00170065249164376,0.000813667874921273,0.436159019234077,0.830092037466894,0.675385152117265,0.266777970411125,0.202157624724231,-1.16936728560175,-1.15159229594067,-2.57981593483131,-2.79372720199764,-2.21201019004377,-1.05833880354745,-1.45686689216833,-2.73742902230883,-2.27582600202649,-2.1410078624795,-1.61781244930074,-3.00701994351777,1.32603876198985,-1.82616772206142,-2.18428212141107,-3.31722125309571,-2.33367709014402,1.66338873882751,-1.55097493538431,-2.12014202916332,-2.96064640710925,-3.16376172858673,-1.07821911375619,-1.98051366399026,-1.88410051956044,-2.97832672269278,-0.658022568499653,-1.24019514302414,-3.20667685575055,-2.57898919089426,-1.79573722346276,-0.654674670925501,-3.23117322128593,-1.60091535314675,-2.54232180898899,-2.80671838002157,1.48677618682774,-2.06890142101276,0.696212762180751,-1.34554776625222,-2.39492280287888,1.90785058255367,-0.681550042483549,0.793569798730366,-0.303770419242072,-2.60214015265319,1.1336623557175,1.89558942340146,2.2452358354075,1.5911263150348,2.36502657195653,-0.639437043681436,2.15416186808238,1.97254329960233,2.41880191225432,1.63497357362233,1.5705358924439,-3.32672670023093,2.31557858588015,1.82799463956217,2.35866900723459,1.87497898197913,2.71090685915785,2.34001324723442,2.93344002660484,2.38424611428848,0.894578134279051,1.59151211094344,1.72154101663018,1.45469242896454
"2",99,3.95457919823509,2.06537998234284,2.90984631952169,4.965074575102,4.20742090780397,0.00169520106079755,0.000662306414110398,0.00319215933755515,0.00182252600577016,0.00328222824908974,0.77383995818312,0.143765518703644,0.554701061236728,0.434313532708538,0.0737974763215337,1.43058714671332,-1.47548823225951,-0.972807380453836,-0.790328364668103,-2.3273846729587,1.22585597953544,-0.734241106268503,-1.2270270292219,-0.276298665631996,-2.3568868640088,1.28725942506676,-0.546731339500021,-2.78526491903099,-2.48309704092761,-2.32182627593907,-0.695532657200478,0.0607547170175378,2.76233933239832,-1.53030449570769,-2.35601292529781,1.72229869082754,0.672467217816889,0.734956589914006,-2.14755789218549,-2.4187985970034,0.543226724107312,-2.47058113266258,-2.83210512526939,0.471355500268292,-2.04564693439852,-1.95203296271901,-2.92919488789905,1.48642592997994,-2.67414513319119,-1.91514008449846,2.0901299278197,2.62032450093394,-1.59822528024767,-3.29065229766563,-2.81711473106462,-0.967835433492,0.253255712865622,-1.60759907918194,-2.8841736049223,-3.22687910224464,-1.86545753425276,3.26547808826309,3.10967320634462,3.06234752799754,3.06407315507273,2.96819550793003,1.99105278019166,3.07808822024888,3.1744369775129,3.02960389816445,2.57339578553817,3.35684048101658,0.00644811824274661,2.94392557788415,3.31339824805783,2.94810130361804,3.07979287680528,2.56821602147398,3.0509078057471,2.39765404033576,3.02905165004608,3.34100770610296,3.18425327914437,3.3493862102366,3.29173221781926
"3",119,3.22038687616433,3.04535369515484,2.92847184342208,4.12490157197513,3.81142894006204,0.00135900691458268,0.0013520525780508,0.00327998544936527,0.00168215859021809,0.00247091253772634,0.582852381494763,0.494289697112274,0.627816036692512,0.444033859246416,0.270969685988008,0.711320949047836,-0.976143648995559,-0.88566829376192,-0.812230820735888,-1.4844599277154,0.601362261855061,-0.651384974777973,-0.988353145114891,-0.47099612106968,-1.4951226916107,0.568533207027787,-0.665612537527954,-1.34631256325886,-1.52490241320546,-1.47931879010529,-0.728872794395388,-0.184484849085136,1.56771088274968,-0.955447153091001,-1.49186788737383,0.563184803437081,-0.01022498537036,0.148157982435772,-1.38619467835999,-1.50856572129824,-0.00487808226850482,-1.36272681402718,-1.63762080540974,-0.183903816923144,-1.35637520370434,-1.16075156260277,-1.59304327796531,0.341410858161017,-1.594946902752,-1.30559765865049,0.738944908750845,1.53701183971633,-1.09489446236598,-1.62877118957835,-1.6244368615905,-0.763179661124239,0.451742064740646,-0.994467556409306,-1.36774197753787,-1.72029854608433,-1.24283391091915,1.27548037687474,1.40671468524225,1.33355487232706,1.11223674691756,1.29331549800405,0.897521666877924,1.29019051142697,1.35021163341593,1.2870707107335,1.44162570989842,1.29598445495331,-0.0456706797139961,1.35487823593415,1.2689671949502,1.15587871280465,1.06389317335377,1.29864061763094,1.30292666064407,1.12383384837522,1.30135817892323,1.24612533342968,1.42555066890478,1.30018138847863,1.18344382487065
"4",126,2.81577643303966,3.01011547636705,2.92061079965081,3.76365019159029,3.67541813268446,0.00121253234912568,0.00141821363646284,0.00320492981614661,0.00156957925223553,0.00226321916130039,0.508208452694069,0.681453190311956,0.582337263067801,0.460541478347801,0.339483317821278,0.0704478741369973,-0.42752087148397,-0.557182246471678,-0.559468179465296,-1.06821253972443,0.0703916525835758,-0.242287285182601,-0.735779793956178,-0.275047013871857,-1.05599418179283,0.014397324279081,-0.512362629657946,-0.570315418608251,-0.980683772544273,-1.0391122822688,-0.706746128627182,-0.489035041523401,1.20847575798659,-1.02466343621763,-1.03926075995285,0.12390829958766,-0.17255596072002,0.324028749930757,-0.915829739554606,-1.00219720220653,-0.226688552779299,-0.603705860590414,-1.0067553848533,-0.242033470535722,-1.07975185693164,-1.01223194986385,-1.06399142161993,-0.0495490277393604,-1.18848887060085,-1.02105677120886,0.288403276104743,1.10877884144885,-0.697064287354046,-0.930472587550598,-1.05948660598176,-0.78908703688091,0.163777821543176,-0.337125278433403,-0.954113969006331,-1.03960204358225,-1.06838735907538,0.823318335476658,0.838512248129052,0.850436879035586,0.658148847141803,0.820384778890714,0.840686956068694,0.80865268856664,0.868628884574647,0.695546197783004,0.761666415270888,0.748090826620965,-0.0968678036111667,0.924225529423096,0.645065997659524,0.528370831945537,0.357874799316334,0.833972503972895,0.74825296779789,0.667272192642763,0.777565036525741,0.735207326410681,0.997956117007912,0.725883734963864,0.604385390949751
"5",127,3.05774948534194,3.27761030296999,2.56679797991241,4.55819850911649,2.58045225886496,0.00120471187234333,0.00156311252541664,0.00337938441487996,0.00199097461831193,0.00134122022478583,0.557254296540393,0.754788898471068,0.695468225592182,0.446344454814092,0.0307813526569258,0.148087406933679,-1.69189097572539,-2.04452227197174,-2.26578096860373,-2.26192600801427,0.37915367845256,-1.69313684894602,-2.56469025515896,-2.15820146047663,-2.25371037786455,-0.0493083554704424,-2.47597944393585,-0.0452322483653187,-2.10395096490984,-2.26868871981725,-2.21231952417116,-0.906669784795451,1.95700386790309,-1.17220899721449,-2.2590002142158,-1.12910017409476,-2.27369433106745,-0.99767323408589,-2.30049481971365,-2.18734775875278,-1.28270234805402,-1.22925820239238,-1.77392433173656,-2.18444382180591,-2.31616189091037,-1.30178057999151,-0.987368814996143,-1.5231137958171,-1.76889869749194,-2.5176060455554,-1.39109491649318,2.15239529987351,-2.38235690176427,-0.556522415978694,-2.02525640546674,-1.30601040379763,1.80439046381234,-1.09134287508987,-0.0894171268042789,-1.2792537346977,-2.10473177763762,1.71856578963444,2.57860917879509,2.38906216467551,2.05794108724604,2.52496732057927,0.249889299891932,2.31544214706742,2.25306528756994,2.58542091300421,2.07963676403508,1.97144056201288,-1.95351822689,2.44047307277308,2.05291900554181,2.44435105600416,2.117933874273,2.79221225003286,2.61504429674617,2.75418235693296,2.50262693612252,1.37266778940401,2.00899951902402,2.24175558076801,1.74002889093667
"6",157,2.52194117585198,2.21114990713649,2.86460860878775,3.397492146214,3.0535224980393,0.00118589685385024,0.00119128427905864,0.00295455073064329,0.00153578963276432,0.00197241588816676,0.467750565577527,0.841797165837556,0.385514142796549,0.512314120055008,0.354937654208389,-1.16729936336663,0.520828158199391,0.0937836150069236,-0.101563389241638,-0.418162665483749,-0.862861710077319,0.494393826736604,-0.435311382096695,-0.0378656939331299,-0.364139640199029,-1.00065380096959,-0.364311836527943,0.916942565290047,-0.0869816757831872,-0.348331554176479,-0.752459340684916,-1.03987966252647,0.785416218776553,-1.20094009288792,-0.327371654798805,-0.657512900423735,-0.676981014239395,0.695065466559038,-0.186237633440807,-0.183245207098728,-0.649853967613282,0.73510537096774,0.0697819685243128,-0.388139051816755,-0.707570157945752,-0.812877527593083,-0.0854411529058035,-0.683552630435667,-0.49311008396106,-0.673609742312364,-0.586992865240362,0.543454247323294,-0.174017158652772,0.294421980258001,-0.201611648254974,-0.796496133372608,-0.355941241475385,0.939739186934675,-0.239776630666504,0.116520559965657,-0.872043405450011,1.05764739240739,0.775883280090608,0.985453701170382,1.11425412426284,1.00997559279278,0.928674162682847,1.00945055915413,1.0244355220337,0.737086941963587,-0.188257583038192,0.925327430174347,-0.785621155590956,1.04269592831654,0.7148904572955,0.611122394343911,0.445017059029784,0.785367942197534,0.859865555252948,0.782940924716121,0.899021525408227,0.856267997325679,1.05427882422205,0.925960481999681,0.784637971715933
"7",171,3.0400280204885,2.80229737574995,3.12593814868151,3.73665231519403,3.31384828883774,0.00138176581101486,0.00147041660465611,0.003297729909453,0.00174556338921619,0.00212250453006431,0.544465782286778,0.626091631606526,0.521660547754935,0.528230991846707,0.292888205862021,0.0903528100819465,-0.42466618746368,-0.347637920535197,-0.438314273093095,-0.778490085816133,0.238135820483871,-0.309272723422553,-0.70880470512746,-0.445844309116033,-0.77700173040776,0.14434407534986,-0.535605103812598,-0.260602365013057,-0.709058321901407,-0.765797962952707,-0.480609653623984,-0.171737924192421,0.909803636637522,-0.637301056219418,-0.77250304484634,0.11812445194323,-0.409564851900325,0.0775664498104451,-0.763298146708716,-0.75684866031184,-0.0291312966875332,-0.344666276842923,-0.679675850016459,-0.297230566957339,-0.783317449551818,-0.547834366383203,-0.530091520513234,-0.0223230284520345,-0.756848499945976,-0.857985144521907,0.0206700239051518,0.953137036992287,-0.728907391317683,-0.561235321750875,-0.842145262289553,-0.338191403277131,0.259932903784959,-0.158559794677413,-0.512584320279976,-0.694450131601193,-0.722458145247419,0.995313651511613,1.1041361317875,0.997038285076555,1.02576320817602,1.02719018944868,0.682943673521914,0.990228853443257,1.01993511747703,0.957228667937659,0.652195535853759,0.963180330385193,-0.287985103913399,1.01950587837743,0.868767276416139,0.856938536782654,0.774668141003946,0.981849851017181,1.0280051506926,0.889634692088104,0.981540493714083,0.842361673912531,1.02420774176277,1.04221565474774,0.83580430722816
"8",187,3.08968825495419,3.36764876627471,3.12331263424104,3.81485554971714,3.53929556452996,0.00134110537759171,0.00168549692390137,0.00342657918813884,0.00174475506842347,0.00212492317535211,0.536618201744586,0.592088248107929,0.636611335494004,0.496512246411034,0.312027327237761,0.602403454433785,-0.862925674871107,-0.724458333222219,-0.733032350946161,-1.02013483630633,0.604001915960636,-0.709145388011972,-0.874154411276216,-0.641456688292736,-1.03627378274201,0.528245350513162,-0.686666747148793,-0.784847454846719,-1.05520415983691,-1.02895993933546,-0.524037934243031,0.0340837568437297,0.963974789158786,-0.470731074386621,-1.04182812311571,0.281670669922273,-0.312264974167317,-0.234596779468474,-1.0551844839339,-1.07054018815513,0.0419186851305178,-0.887871708796698,-1.07309467979733,-0.385113722460549,-0.910575376376628,-0.556635658807595,-0.839187023814775,0.0661492831486746,-0.97097295528247,-0.981921439746636,0.209543413418796,1.09325229035784,-0.956568924162266,-0.920155584470358,-1.11974740043477,-0.345342983980828,0.600205217632135,-0.74796844153997,-0.622932953770508,-1.06028716187607,-0.769352835579355,0.59104123780588,0.911763705598023,0.709691527613357,0.526680781955319,0.722017210063487,0.43552061069969,0.659185119125191,0.700386568743565,0.726029481175721,1.00526181433129,0.593403514868945,-0.0175798799470662,0.759495220336946,0.568796224119892,0.602036812304752,0.479720434965849,0.866225439084356,0.754545668908872,0.699810736401803,0.707263127329342,0.481881185991065,0.751962163816615,0.664972665262739,0.461090748404459
"9",190,2.67972457762205,3.48046107898181,3.0721231590056,4.0815887247129,3.01360912953314,0.00114465913732154,0.0018456281410425,0.00360265578914181,0.00189553206460824,0.00148223130761252,0.496904772166925,0.934732547009705,0.683153576375709,0.543735856891181,0.125044899646244,0.181436618733377,-1.17465738660279,-1.22065709825657,-1.45949800855785,-1.54626641141789,0.492612609887812,-1.17477335370694,-1.82008324808692,-1.55631806082337,-1.54724205235952,0.183185303213107,-1.67416405812756,-0.00961177723015136,-1.4022178284073,-1.54397309873951,-1.3265502779472,-0.399159028777555,1.40689451489685,-0.891154938826979,-1.54917469604328,-0.512202734649396,-1.58422171624006,-0.659507202723485,-1.64337137812208,-1.51830367629316,-0.499328370247811,-0.608987651651047,-1.17253156233916,-1.42183529242326,-1.56557122699571,-0.736628429431736,-0.541764915410167,-0.889918506054505,-1.22114894508751,-1.82323323041325,-0.905248821143514,1.68762673287353,-1.73999238531987,-0.420646804303693,-1.47623074428534,-0.662559892403202,1.22154585821734,-0.55385847897476,-0.117720372665559,-0.90923878359169,-1.37438383872839,0.900512916786457,1.60624645363806,1.25367898907385,1.03366752473154,1.37040596927728,0.520993698779427,1.17343100746754,1.19661152968236,1.28337048839495,1.24858446522753,0.889754804105927,-0.819803979306841,1.38573657740949,0.790336857303673,1.04311107063418,0.700611235959831,1.67395792552906,1.39377325104899,1.46016107474274,1.27344095507978,0.502052940421794,1.18913026169304,1.12097952081373,0.581082244919599
"10",191,3.09432806527998,2.93310883240375,3.25232181530679,4.10719834880285,3.60010160446367,0.00138921877092048,0.00149351906060516,0.00349787453157909,0.00182693257180631,0.00226530305118499,0.582971355771376,0.648937721292068,0.594855539779865,0.547987846415525,0.180972095180412,0.62803884655304,-0.926857138426083,-0.609144326278623,-0.685278414433685,-1.31092456694585,0.768497876562843,-0.662790470123183,-1.07310985926358,-0.674082664437214,-1.32736563534129,0.675494977187643,-0.732167607608055,-0.964028675987572,-1.30215342561622,-1.30630925690537,-0.540578836362882,0.0687388093499161,1.47126252176011,-0.848861947340775,-1.32847012723717,0.621452980844366,-0.318539165424607,0.0415582794362032,-1.33744231063483,-1.35479114476385,0.290218634480195,-0.926671193380391,-1.3455066303815,-0.247850410326957,-1.20370248959159,-0.798969417089238,-1.09276338388801,0.356919842326073,-1.31946259075714,-1.32937616617899,0.464557888931656,1.61507243460837,-1.21952970613011,-1.31449128800517,-1.53487844693184,-0.366250552015069,0.488085106861039,-0.622026491145889,-1.06923362785326,-1.44870298357088,-1.04193913431038,1.38796175295218,1.63511488998853,1.35815002851449,1.33378499108144,1.38482855990334,1.09163543304306,1.32787951546292,1.40384030742361,1.31299111931153,1.2342157218457,1.31906350795042,-0.00321754212031376,1.40311821945327,1.18116016205701,1.13414534800736,1.01990332702841,1.38845087448186,1.41249146574062,1.16215441225224,1.32797488124681,1.18260692948679,1.47488014041941,1.43450560485606,1.11158113440808
"11",206,2.6838947750865,2.41816477677529,3.83966265164915,2.95373450450237,2.80975987246476,0.00147201035135754,0.00178475073212746,0.00351590377449766,0.00185967953082529,0.00175145497311718,0.483706155075841,0.885505457973633,0.334385484122517,0.742534718425852,0.342161857441721,-0.66928817320877,0.63912142577623,1.04156687390346,0.679090168624985,0.713523057351998,-0.0467971609123877,0.478336274119207,0.158344115907846,-0.0644157587639248,0.719197687300249,-0.15348233895898,0.183321360498294,1.25913416413999,0.910540862568146,0.736664778851106,0.56220217175168,0.351485120430044,-0.365375633607549,0.0845940609013198,0.722553276682514,0.0418575622477517,-0.537493784866956,0.168607524044992,0.522110675824743,0.741869511624856,0.619280581351847,1.49595385610787,1.07010589266875,0.102790222842998,0.565505271547026,0.799331089058812,1.33815797424683,0.031908567154164,0.840614585941667,0.224453709526733,-0.624994716317766,-0.106678961239879,0.136385847190291,0.994989533299909,0.573327432760291,0.860396232383941,-0.379869900823909,1.39054005950925,0.680277819203991,0.965908424692702,0.56906229093127,0.332323642414033,0.320745873433001,-0.00107194177885448,0.567916790514221,0.135366510277855,0.638884765164744,0.0580850158247101,0.0975448870856244,-0.100094909100389,-0.939305671311298,0.0655803835799209,0.0814637854823574,0.0460677115304432,-0.251322526278737,-0.198743959132541,-0.224764865763271,-0.0186320664682094,0.114932631614297,-0.0917779395647775,-0.0355883674643333,-0.0540084472336862,0.110244494922494,0.266662597675981,-0.131168493257558
"12",207,2.4478742292892,1.75074160611383,3.23966869693324,3.65118792142761,4.29322105788,0.00122092514018178,0.000839543949792607,0.00305696986012719,0.0013706207267888,0.00299614933812114,0.52847598620617,0.835613672315258,0.3671311696997,0.555647073131358,0.316700424303119,-0.54763824492957,0.680903799980961,0.768142003245175,0.721870002840111,-0.688343187034,-0.355051980270865,1.10594309350002,0.139983392462569,0.992607153005773,-0.648828930075179,-0.241244518706216,0.668292754935367,-0.620490718763605,-0.437169112052759,-0.586232606159919,0.0406718801431403,-0.591883814768315,1.60315067292094,-1.87826433609212,-0.595583817815446,1.10691009810673,0.938281931464881,1.91128421243451,-0.303775936620215,-0.512474555430364,0.553540295755643,0.236572557271132,-0.658748627146751,1.12649766291944,-0.818173032258122,-1.39098967894098,-1.33159190585717,1.03806142146317,-1.32255946449561,-0.651250317489356,1.45014698372865,1.21485522879964,0.112394297724634,-1.43397289120413,-0.906129326360615,-0.726200590738446,-1.32381504899287,0.886545424933926,-2.12898307218335,-1.18648858807894,-0.999311575617766,1.78150614380927,0.964116195947601,1.1174759994576,1.35675220333944,1.01310811649684,2.49106573908206,1.14937118410066,1.33541242791253,0.546088491394301,-0.0265893373472863,1.33806110741179,0.776725638010921,1.20745739566223,0.866427826725785,0.258616066381378,0.163508140794318,0.523950696836385,0.765307437817042,0.22445521065441,0.85182236075617,1.65172234935141,1.7262256587267,1.18469887777998,1.10939182531689
"13",211,4.36489966086781,2.53737486409982,4.489002109587,3.95411780739808,3.97340024692163,0.00222239559878914,0.00166514056824996,0.00400670132658968,0.00225219284555999,0.00310370674919632,0.790885819664538,0.0600778376242435,0.461816323067177,0.775233266019512,0.195234761083375,2.35693023432245,-1.06507395368539,0.790895661898377,0.814855659176384,-0.0558609892145297,2.4999314757064,-0.545160068394992,0.268805031626015,0.0965299553365645,-0.169567796036559,2.71596024153342,0.811000083842181,-2.38270915313496,-0.516657603990347,-0.136290952317249,1.83213346116174,2.50640736026013,0.404224836559748,0.944821596017033,-0.226473707927764,3.01904907146298,1.4211986760385,-0.0669163004530608,-0.551477920093303,-0.51699556252471,2.74170500379031,-1.23280778509807,-0.944407597419171,1.65350141861193,0.501341938993282,0.923238658740707,-0.522732044382851,2.90694523665101,-0.156596368568847,0.112519705793004,2.33394418633273,1.01538970583105,-0.598327020766551,-2.08979560485793,-1.139174082393,1.92377137293837,-0.0257699731334544,-0.930886180876851,-1.32598204435756,-1.63760043130632,0.920033338485258,1.54947585103383,1.69965383875846,0.877564753877929,1.56285038418294,0.92056509729172,1.1738742925776,0.95672904131742,1.08427392955769,1.10695306825267,1.05926112192442,1.44921552600437,1.75664377806766,0.712296281896231,1.30548967439533,1.14394712699325,1.59315776647583,0.629127371680041,1.21822775015553,0.393127772449424,0.931231172088371,1.47779680823875,1.08196467807142,1.68633569023077,1.39809451951113
"14",219,3.24280260029912,2.81537162684443,3.76390566125387,3.2333039373018,2.99663413422421,0.00163853368012786,0.00184259088994984,0.00357316669131813,0.00194699190214056,0.00196114749668551,0.552540948566318,0.578983490060488,0.433554116688876,0.680018111861827,0.350113499784137,0.239528181528463,-0.0813574124728568,0.506683418643552,0.309830757566681,0.353191191217073,0.592075029342666,-0.120339265436249,-0.0196429540434611,-0.284199136727494,0.326082254355308,0.540047166651972,0.036751342436116,0.25743262870034,0.331110174628445,0.332538896496619,0.573592760839479,0.773638376293126,-0.244362868668514,0.469007849548861,0.307251182311435,0.447793093659649,-0.251296516205899,-0.267664580752622,0.0814858320589671,0.246081586158602,0.776516854078299,0.440877255000167,0.376733820280157,0.122537471213162,0.410456511930388,0.772136077123974,0.759059463011834,0.405855918241943,0.52331383339803,0.104442818364726,-0.129384550194321,0.098636890219857,-0.205170751575658,0.272351268679913,0.0883557453748734,0.921265631138275,0.089018772101203,0.357949328739299,0.398218003373036,0.277063164842135,0.542445956333413,0.337226159040176,0.535809169959105,0.148280985789809,0.549687439901328,0.254892817941082,0.238992586870617,0.188218250228852,0.206116604805543,0.240756025056994,-0.161701852545412,0.250737258705105,0.203121427018814,0.12813969909292,0.122795619773879,0.229840805626852,0.30818476955165,0.198558532124638,0.350357966562386,0.149514167132693,0.187194683650898,0.111879158404307,0.141280423480505,0.449328315832941,0.153763746538185
"15",239,2.75431718697451,2.66607270674015,3.38217309956334,3.64101803127055,3.39037921198276,0.00132782371657732,0.00152498889260955,0.0034264180270571,0.00174881453465979,0.00210274159674166,0.521889566266572,0.811028513712103,0.488920124673957,0.603696341818211,0.255650081476752,-0.0965975044608271,-0.16361926415131,0.0483417716132239,-0.134602921914527,-0.599512299402686,0.223394650756867,-0.0519802912936257,-0.581315574855034,-0.310954164919847,-0.594539373211894,0.128704561034773,-0.343990901261106,-0.0272945060007659,-0.459947448207537,-0.570214771885577,-0.239762891049757,-0.0786019888260295,0.901796706629461,-0.768128630702342,-0.583350899197849,0.306135411115905,-0.366420977793391,0.317306266461213,-0.603491445068691,-0.562028500597073,0.273918636566006,0.108663461943214,-0.424985263051203,-0.0919238113780549,-0.643102205253231,-0.415623375609094,-0.289614848035001,0.140238268272393,-0.629922541520541,-0.79403820766826,0.0609344311581117,0.994059381309993,-0.617071911786326,-0.446563158999328,-0.731509027271517,-0.130247373951496,-0.0023426772662815,0.303245019369577,-0.551991808921307,-0.538520046529003,-0.59641904517809,1.0058324517984,1.04611409166152,0.836279317621705,0.996524364907435,0.884944604264337,1.09488193132891,0.834788729859665,0.910334990114717,0.683119248209812,0.305109599683023,0.814983725637888,0.0260584030827085,0.908663046912571,0.568335744618681,0.497173520871796,0.368373086322182,0.805652388283966,0.839815688981939,0.616297145493691,0.766917506604342,0.730834523584121,1.01447477299652,0.919299604930217,0.591537277529299
